-0.257239,1.801234
0.047304,1.513833
0.083978,1.283374
0.608698,0.347722
1.450592,0.341312
1.841865,0.094598
1.877577,-0.192838
1.588602,-0.398089
1.239077,-0.201031
1.200932,0.162817
0.734464,0.148727
1.549176,-1.361654
2.026407,-1.471702
2.163204,-1.618110
2.126530,-1.767909
1.949108,-1.807627
0.601815,-1.744965
0.532996,-1.502683
1.009547,-1.393614
0.957887,-1.246864
0.357559,-0.331644
-0.327911,-0.256543
-0.531927,-0.291265
-0.619994,-0.400335
-0.868056,-1.278932
-0.472205,-1.480508
-0.461421,-1.709654
-0.722150,-1.792872
-1.826615,-1.718162
-1.905039,-1.585709
-1.866127,-1.424136
-1.395476,-1.302500
-1.084096,0.036467
-2.119228,0.363697
-2.237921,0.618239
-2.170842,0.950486
-1.972255,1.058286
-1.817653,0.944279
-1.645254,0.960736
-1.532402,0.819264
-1.408753,0.397430
-1.000233,0.254077
-0.754427,1.154504
-0.800793,1.484582
-0.453677,1.802237
-0.357731,0.954056
-0.477969,0.670260
-0.502631,0.275298
0.030687,0.256613
0.132429,0.336952
-0.114186,0.861386
